"earningsid","period","strong_financial_metrics","revenue_profit_growth","reasonable_valuation","healthy_roe","strong_cashflow_low_debt","positive_dividend_history","quality_management","competitive_advantage_moat","industry_leadership_and_trends","new_products_or_services","clear_positive_rating","risk_assessment_present","forward_looking_outlook","overall_good_stock_narrative","sentiment_signal","composite_score"
"NVDA04","PRE",1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.191997695863068
"NVDA05","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"NVDA05","PRE",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.242172106228027
"NVDA06","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"NVDA06","PRE",1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.208858126425799
"NVDA07","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"NVDA07","PRE",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"NVDA08","POST",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"NVDA08","PRE",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0.208387241298912
"NVDA09","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NVDA09","PRE",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NVDA10","POST",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.273122516995296
"NVDA10","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"NVDA11","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"NVDA11","PRE",1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.158862012371021
"NVDA12","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NVDA12","PRE",1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0945976218015242
"NVDA13","POST",1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0945976218015242
"NVDA13","PRE",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NVDA14","POST",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.167040784138029
"NVDA14","PRE",1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0.133717660935278
"NVDA15","POST",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"NVDA15","PRE",1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0.331548846331439
"PG01","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"PG01","PRE",0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.108111567773171
"PG02","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"PG02","PRE",1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0.155081216255137
"PG03","POST",1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0.251768105075959
"PG03","PRE",1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0.249692553157445
"PG04","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"PG04","PRE",1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.316032495645456
"PG05","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"PG05","PRE",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"PG06","POST",1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0.349314473545856
"PG06","PRE",1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0.0501241216620874
"PG07","POST",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.389097409217462
"PG07","PRE",1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.188312905452667
"PG08","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"PG08","PRE",1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0.177436830531643
"PG09","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"PG09","PRE",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.274836904593187
"PG10","POST",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"PG10","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"PG11","POST",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"PG11","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"PG12","POST",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.389097409217462
"PG12","PRE",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.31141050668154
"PG13","POST",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"PG13","PRE",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"PG14","POST",0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0.188843222682948
"PG14","PRE",0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0.183252033263691
"PG15","POST",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.274836904593187
"PG15","PRE",1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0.166245308292607
"SHW01","POST",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.312269986330616
"SHW01","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHW02","POST",0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0.142957067162849
"SHW02","PRE",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-0.00793189995291146
"SHW03","POST",1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0.0952559466391146
"SHW03","PRE",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.108655600104235
"SHW04","POST",1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0.349314473545856
"SHW04","PRE",0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0.248714209301581
"SHW05","POST",1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.0866291482465244
"SHW05","PRE",1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0.327621755807202
"SHW06","POST",1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.149746042050499
"SHW06","PRE",1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0.210572514023691
"SHW07","POST",1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.360935735609431
"SHW07","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHW08","POST",1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0.323228351856339
"SHW08","PRE",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0.262827048007424
"SHW09","POST",1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0.256920411270156
"SHW09","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHW10","POST",1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0.296671345039934
"SHW10","PRE",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.106744629395118
"SHW11","POST",1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0.225828277794795
"SHW12","POST",1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0.143130791772768
"SHW12","PRE",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0.00399566602815253
"SHW13","POST",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.088663554862689
"SHW13","PRE",0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0.199801588208671
"SHW14","POST",0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0279239451944573
"SHW14","PRE",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-0.00602092924379506
"SHW15","POST",1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0.24582032303634
"SHW15","PRE",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.313956943726941
"TRV01","POST",1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0.297718264399713
"TRV01","PRE",1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0.155081216255137
"TRV02","POST",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.400055774743185
"TRV02","PRE",1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0.355865720019933
"TRV03","POST",1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0.324979313056319
"TRV04","POST",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.275307789720075
"TRV04","PRE",1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0.155081216255137
"TRV05","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"TRV05","PRE",1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0.187586005111161
"TRV06","POST",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.30186479653648
"TRV06","PRE",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0.200167324229554
"TRV07","POST",1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0.0901859310496167
"TRV07","PRE",1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.14861226038576
"TRV08","POST",1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0.273684836127404
"TRV08","PRE",1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0.301393911409592
"TRV09","POST",0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0.276404997782725
"TRV09","PRE",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.119613965629957
"TRV10","POST",0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,-0.0474999657122481
"TRV10","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRV11","POST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRV11","PRE",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.119613965629957
"TRV12","POST",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.125634894873753
"TRV12","PRE",0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.108111567773171
"TRV13","POST",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0.165742421263892
"TRV13","PRE",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.106744629395118
"TRV14","POST",1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0.28535638689385
"TRV14","PRE",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.106744629395118
"TRV15","POST",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0.165742421263892
"UNH01","POST",1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0.31666339028148
"UNH01","PRE",1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,-0.00644152566781109
"UNH02","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"UNH02","PRE",0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0276359280780115
"UNH03","POST",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0150546089596182
"UNH03","PRE",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.274836904593187
"UNH04","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"UNH04","PRE",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0.208387241298912
"UNH05","POST",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.291697335155918
"UNH05","PRE",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0.208387241298912
"UNH06","POST",1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0.38107407525933
"UNH06","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"UNH07","POST",1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0.380927780850976
"UNH07","PRE",0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.230495983761321
"UNH08","POST",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.349977370083708
"UNH08","PRE",1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0.241669219199312
"UNH09","POST",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"UNH09","PRE",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.349977370083708
"UNH10","POST",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.349977370083708
"UNH10","PRE",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.274836904593187
"UNH11","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"UNH11","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"UNH12","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"UNH12","PRE",1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0.177436830531643
"UNH13","POST",1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0.24582032303634
"UNH13","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"UNH14","POST",1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0636472110342558
"UNH14","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"UNH15","POST",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"UNH15","PRE",0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.0415933289749791
"V01","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"V01","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"V02","POST",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.275307789720075
"V02","PRE",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"V03","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"V03","PRE",1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0945976218015242
"V04","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"V04","PRE",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0.306258200487343
"V05","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"V05","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"V06","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"V06","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"V07","POST",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.313956943726941
"V07","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"V08","POST",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.275307789720075
"V08","PRE",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.275307789720075
"V09","POST",1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.158862012371021
"V09","PRE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"V10","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"V10","PRE",1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0.283527706789432
"V11","POST",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"V11","PRE",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.37052259105684
"V12","POST",1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0.283527706789432
"V12","PRE",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.273122516995296
"V13","POST",1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0636472110342558
"V13","PRE",1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.0939667271655001
"V14","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"V14","PRE",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.256262086432565
"V15","POST",1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.191997695863068
"V15","PRE",1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0.283527706789432
"VZ01","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ01","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ02","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ02","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"VZ03","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"VZ03","PRE",1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.19629509410845
"VZ04","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"VZ04","PRE",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0.322858044135194
"VZ05","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ05","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"VZ06","POST",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"VZ06","PRE",1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0.117661849618492
"VZ07","POST",1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0.42455551644212
"VZ07","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"VZ08","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ08","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"VZ09","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ09","PRE",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0.322858044135194
"VZ10","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ10","PRE",1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.0939667271655001
"VZ11","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"VZ11","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"VZ12","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ12","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"VZ13","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"VZ13","PRE",1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0.22545797007365
"VZ14","POST",0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,-0.00396823582658627
"VZ14","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"VZ15","POST",1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0.300598435564171
"VZ15","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT01","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"WMT01","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"WMT02","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT02","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT03","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT03","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"WMT04","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"WMT04","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT05","POST",1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0636472110342558
"WMT05","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"WMT06","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"WMT06","PRE",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"WMT07","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"WMT07","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT08","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT08","PRE",0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0.220397097884674
"WMT09","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"WMT09","PRE",1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.19629509410845
"WMT10","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"WMT10","PRE",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"WMT11","POST",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.273122516995296
"WMT11","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"WMT12","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"WMT12","PRE",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.1610472850958
"WMT13","POST",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.389097409217462
"WMT13","PRE",1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0.17067985754582
"WMT14","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"WMT14","PRE",0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0.0733209287866251
"WMT15","POST",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0.149307158825439
"WMT15","PRE",0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0.156132707315178
